,carat,cut,color,clarity,depth,table,price,x,y,z
9670,1.11,Ideal,I,SI1,62.3,56.0,4645,6.59,6.64,4.12
9671,1.0,Good,E,SI1,63.9,55.0,4646,6.28,6.34,4.03
9672,1.06,Ideal,I,SI1,62.6,56.0,4646,6.46,6.54,4.07
9673,1.01,Fair,G,SI1,60.4,62.0,4646,6.31,6.34,3.82
9674,1.13,Premium,G,SI2,61.5,59.0,4647,6.73,6.69,4.13
9675,1.0,Premium,E,SI2,60.4,60.0,4648,6.49,6.46,3.91
9676,1.52,Fair,H,I1,69.7,55.0,4648,6.92,6.89,4.81
9677,1.52,Fair,H,I1,65.4,62.0,4648,7.1,7.02,4.62
9678,1.04,Ideal,H,SI1,62.5,57.0,4648,6.5,6.46,4.05
9679,1.0,Very Good,I,SI1,58.5,61.0,4649,6.51,6.55,3.82
9680,1.0,Ideal,H,SI2,62.0,56.0,4649,6.38,6.43,3.97
9681,1.0,Ideal,I,SI1,62.5,56.0,4649,6.38,6.41,4.0
9682,1.0,Ideal,I,SI1,61.5,57.0,4649,6.39,6.43,3.94
9683,1.23,Premium,J,SI1,61.9,54.0,4649,6.89,6.86,4.26
9684,1.1,Premium,G,SI2,61.4,59.0,4650,6.71,6.59,4.08
9685,1.14,Very Good,F,SI2,62.9,59.0,4652,6.62,6.64,4.17
9686,1.06,Premium,E,SI2,60.5,60.0,4652,6.61,6.67,4.02
9687,1.22,Very Good,J,SI2,62.6,58.0,4652,6.78,6.84,4.26
9688,1.17,Very Good,H,SI1,63.1,56.0,4652,6.76,6.71,4.25
9689,1.0,Very Good,H,VS2,63.3,62.0,4652,6.37,6.29,4.01
9690,0.36,Premium,E,SI1,62.2,59.0,589,4.53,4.57,2.83
9691,0.32,Very Good,D,SI1,62.3,55.0,589,4.38,4.42,2.74
9692,0.32,Ideal,D,SI1,62.0,57.0,589,4.37,4.4,2.72
9693,0.32,Ideal,I,VVS1,61.9,55.0,589,4.39,4.4,2.72
9694,0.32,Good,D,SI1,63.3,57.0,589,4.36,4.39,2.77
9695,0.32,Very Good,D,SI1,62.7,57.0,589,4.34,4.37,2.73
9696,0.32,Premium,D,SI1,61.4,58.0,589,4.38,4.42,2.7
9697,0.32,Premium,D,SI1,60.9,60.0,589,4.39,4.41,2.68
9698,0.32,Ideal,I,VVS1,62.4,55.0,589,4.34,4.38,2.72
9699,0.4,Good,J,VS1,63.5,56.0,589,4.69,4.7,2.98
9700,0.32,Very Good,D,SI1,63.0,58.0,589,4.36,4.4,2.76
9701,0.32,Ideal,D,SI1,62.7,54.0,589,4.35,4.39,2.74
9702,0.32,Ideal,D,SI1,62.6,55.0,589,4.36,4.39,2.74
9703,0.32,Ideal,D,SI1,60.8,57.0,589,4.41,4.44,2.69
9704,0.32,Ideal,D,SI1,59.3,55.0,589,4.51,4.53,2.68
9705,0.32,Ideal,D,SI1,59.6,57.0,589,4.42,4.47,2.65
9706,0.32,Ideal,D,SI1,60.9,56.0,589,4.4,4.43,2.69
9707,0.32,Very Good,I,VVS1,60.1,61.0,589,4.4,4.45,2.66
9708,0.34,Good,F,VS2,64.3,53.0,589,4.44,4.48,2.87
9709,0.31,Ideal,E,VS2,62.0,56.0,589,4.36,4.38,2.71
9710,0.34,Very Good,H,VS1,62.3,57.0,590,4.45,4.48,2.78
9711,0.26,Very Good,F,SI1,59.6,55.0,590,4.18,4.24,2.51
9712,0.35,Very Good,F,SI1,61.0,55.0,590,4.6,4.63,2.81
9713,0.38,Very Good,E,SI2,62.5,61.0,590,4.59,4.63,2.88
9714,0.35,Ideal,I,VVS2,62.4,54.0,590,4.51,4.53,2.82
9715,0.3,Ideal,H,VVS2,62.2,57.0,590,4.26,4.29,2.66
9716,0.3,Ideal,H,VVS2,62.4,56.0,590,4.28,4.31,2.68
9717,0.3,Ideal,H,VVS2,62.1,54.0,590,4.32,4.35,2.69
9718,0.3,Ideal,H,VVS2,61.5,55.0,590,4.34,4.37,2.68
9719,0.3,Ideal,H,VVS2,62.7,53.0,590,4.29,4.32,2.7
9720,1.01,Very Good,G,SI1,62.4,58.0,4653,6.39,6.44,4.0
9721,1.01,Ideal,G,SI1,61.4,55.0,4653,6.46,6.5,3.98
9722,1.01,Ideal,G,SI1,61.4,57.0,4653,6.44,6.5,3.97
9723,1.15,Very Good,H,SI2,61.9,57.0,4654,6.68,6.72,4.15
9724,1.06,Premium,E,SI2,61.7,62.0,4654,6.54,6.5,4.02
9725,1.12,Premium,F,SI2,61.6,58.0,4654,6.69,6.63,4.1
9726,1.14,Premium,H,SI1,63.0,57.0,4654,6.7,6.65,4.2
9727,1.12,Premium,F,SI2,60.5,59.0,4654,6.79,6.73,4.09
9728,0.9,Good,F,VS2,60.0,58.0,4655,6.21,6.26,3.74
9729,0.75,Very Good,D,VVS2,59.4,59.0,4656,5.88,5.94,3.51
9730,1.26,Ideal,J,SI2,62.5,53.0,4656,6.86,6.9,4.3
9731,1.08,Premium,E,SI2,60.8,59.0,4656,6.57,6.62,4.01
9732,1.08,Very Good,E,SI2,60.2,58.0,4656,6.61,6.68,4.0
9733,1.08,Good,E,SI2,63.7,57.0,4656,6.49,6.54,4.15
9734,1.0,Fair,F,VS2,68.4,58.0,4656,5.97,6.1,4.13
9735,1.06,Premium,F,SI2,62.0,59.0,4656,6.57,6.52,4.06
9736,1.16,Very Good,I,SI1,61.5,60.4,4657,6.71,6.76,4.14
9737,1.2,Premium,J,SI1,61.5,59.0,4657,6.84,6.81,4.2
9738,0.9,Premium,H,VVS2,62.4,58.0,4657,6.15,6.12,3.83
9739,1.32,Very Good,J,SI1,63.5,57.0,4657,6.98,6.95,4.42
9740,1.0,Fair,F,SI1,65.8,58.0,4657,6.23,6.15,4.07
9741,0.9,Ideal,F,SI1,61.7,57.0,4657,6.25,6.2,3.84
9742,1.2,Ideal,J,SI2,61.7,56.0,4659,6.79,6.87,4.21
9743,1.2,Good,J,SI2,63.3,54.4,4659,6.72,6.78,4.27
9744,1.01,Very Good,H,SI1,63.5,57.0,4659,6.31,6.35,4.02
9745,1.09,Premium,I,VS2,61.3,58.0,4659,6.63,6.58,4.05
9746,1.04,Premium,H,SI1,58.5,62.0,4659,6.67,6.64,3.89
9747,1.04,Ideal,I,SI1,61.3,57.0,4659,6.56,6.53,4.01
9748,1.04,Ideal,I,SI1,61.3,57.0,4659,6.57,6.54,4.02
9749,1.19,Premium,I,SI2,62.6,58.0,4660,6.7,6.75,4.21
9750,1.27,Premium,J,SI2,60.4,58.0,4660,7.04,7.0,4.24
9751,0.94,Very Good,E,SI1,62.4,56.0,4661,6.24,6.27,3.9
9752,0.94,Very Good,E,SI1,61.8,56.0,4661,6.29,6.33,3.9
9753,0.94,Premium,E,SI1,60.0,58.0,4661,6.37,6.44,3.84
9754,0.94,Premium,E,SI1,62.0,58.0,4661,6.24,6.27,3.88
9755,1.13,Very Good,H,SI2,62.7,55.0,4661,6.61,6.69,4.17
9756,0.9,Premium,G,VS1,62.7,58.0,4661,6.06,6.15,3.83
9757,1.23,Very Good,F,SI2,60.9,58.0,4661,6.93,6.96,4.23
9758,1.15,Very Good,H,SI2,63.7,56.0,4661,6.63,6.66,4.23
9759,1.0,Very Good,D,SI2,62.5,58.0,4661,6.35,6.44,4.0
9760,0.9,Ideal,D,SI1,61.3,58.0,4661,6.16,6.21,3.79
9761,1.11,Premium,H,SI2,61.5,59.0,4662,6.67,6.63,4.09
9762,1.11,Premium,H,SI2,62.9,59.0,4662,6.59,6.54,4.13
9763,1.02,Premium,I,VS2,59.5,59.0,4662,6.54,6.5,3.88
9764,0.9,Very Good,H,VS2,62.6,57.0,4662,6.11,6.09,3.82
9765,1.02,Ideal,I,VS2,61.5,57.0,4662,6.49,6.45,3.98
9766,1.02,Ideal,F,SI2,62.4,55.0,4662,6.46,6.43,4.02
9767,1.06,Ideal,G,SI2,61.0,57.0,4662,6.61,6.56,4.02
9768,1.02,Ideal,F,SI2,61.4,56.0,4662,6.5,6.47,3.98
9769,1.11,Ideal,H,SI2,62.7,57.0,4662,6.66,6.59,4.14
9770,1.11,Premium,H,SI2,61.6,60.0,4662,6.67,6.6,4.09
9771,1.11,Ideal,H,SI2,62.0,54.0,4662,6.64,6.61,4.11
9772,1.11,Ideal,H,SI2,61.3,55.0,4662,6.73,6.65,4.1
9773,0.91,Ideal,I,VVS2,60.6,57.0,4663,6.25,6.27,3.79
9774,1.12,Premium,D,SI2,59.5,59.0,4663,6.8,6.75,4.03
9775,0.91,Premium,D,SI1,62.3,60.0,4663,6.21,6.15,3.85
9776,0.91,Premium,D,SI1,59.0,61.0,4663,6.35,6.29,3.73
9777,0.9,Very Good,H,VVS1,62.1,59.0,4664,6.17,6.19,3.84
9778,1.0,Ideal,I,VS1,63.1,57.0,4664,6.32,6.39,4.01
9779,1.11,Premium,E,SI2,62.5,58.0,4664,6.63,6.61,4.14
9780,0.91,Very Good,H,VVS2,62.9,58.0,4665,6.14,6.17,3.87
9781,0.86,Very Good,E,VS2,62.3,56.0,4665,6.05,6.08,3.78
9782,0.98,Ideal,G,SI1,62.3,56.0,4665,6.37,6.34,3.96
9783,1.19,Very Good,I,SI1,63.2,58.0,4665,6.82,6.7,4.27
9784,1.0,Fair,H,SI1,67.6,59.0,4665,6.03,5.95,4.05
9785,1.01,Very Good,I,VS2,62.3,60.0,4666,6.33,6.41,3.97
9786,1.01,Very Good,E,SI2,59.5,59.0,4666,6.54,6.58,3.9
9787,1.01,Ideal,E,SI2,62.2,54.0,4666,6.39,6.43,3.99
9788,1.01,Very Good,D,SI1,62.4,58.0,4666,6.39,6.47,4.01
9789,1.01,Ideal,E,SI2,61.2,54.0,4666,6.49,6.52,3.98
9790,1.01,Premium,E,SI2,61.5,58.0,4666,6.4,6.43,3.95
9791,1.01,Premium,E,SI2,62.6,59.0,4666,6.36,6.39,3.99
9792,1.01,Very Good,E,SI2,61.5,56.0,4666,6.45,6.47,3.97
9793,1.01,Ideal,E,SI2,61.1,57.0,4666,6.48,6.52,3.97
9794,1.01,Good,E,SI2,63.7,58.0,4666,6.32,6.36,4.04
9795,1.24,Ideal,J,SI2,61.6,57.0,4666,6.89,6.87,4.24
9796,1.24,Premium,E,SI2,60.5,62.0,4666,6.97,6.89,4.19
9797,0.93,Ideal,G,SI1,62.2,58.0,4666,6.2,6.24,3.87
9798,1.24,Premium,J,SI2,62.2,58.0,4666,6.94,6.82,4.28
9799,1.05,Ideal,G,SI2,62.2,54.0,4667,6.52,6.56,4.07
9800,1.04,Ideal,F,SI2,62.1,57.0,4668,6.46,6.48,4.02
9801,0.9,Very Good,G,VVS2,62.6,55.0,4668,6.12,6.19,3.85
9802,0.9,Very Good,D,VS2,63.0,62.0,4668,6.06,6.13,3.84
9803,0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83
9804,1.03,Very Good,E,SI2,62.1,59.0,4668,6.43,6.46,4.0
9805,0.91,Very Good,E,SI2,63.2,56.0,4668,6.08,6.14,3.86
9806,1.01,Ideal,E,SI2,61.6,58.0,4668,6.45,6.5,3.99
9807,1.16,Ideal,I,SI1,61.7,56.0,4668,6.76,6.7,4.15
9808,1.01,Very Good,H,SI1,63.3,56.0,4669,6.35,6.39,4.03
9809,1.21,Good,F,SI2,63.7,64.0,4669,6.73,6.63,4.25
9810,1.21,Premium,I,VS2,61.6,61.0,4669,6.86,6.8,4.21
9811,1.11,Premium,G,SI2,61.5,58.0,4670,6.6,6.67,4.08
9812,0.91,Premium,H,VS1,61.0,59.0,4670,6.25,6.18,3.79
9813,0.91,Premium,H,VS1,61.8,54.0,4670,6.32,6.27,3.89
9814,0.91,Very Good,H,VS1,59.4,63.0,4670,6.32,6.28,3.74
9815,1.09,Ideal,G,SI2,61.2,57.0,4670,6.68,6.63,4.07
9816,1.09,Ideal,G,SI2,62.1,56.0,4670,6.66,6.59,4.12
9817,1.03,Good,D,SI2,59.3,58.0,4671,6.57,6.61,3.91
9818,1.01,Premium,D,SI2,58.8,59.0,4672,6.58,6.55,3.86
9819,1.01,Premium,G,SI1,61.2,61.0,4672,6.47,6.41,3.94
9820,1.01,Good,G,SI1,60.7,59.0,4672,6.35,6.4,3.87
9821,1.01,Premium,G,SI1,61.0,62.0,4672,6.49,6.4,3.93
9822,1.01,Very Good,G,SI1,63.5,60.0,4672,6.33,6.3,4.01
9823,1.01,Premium,D,SI2,62.8,59.0,4672,6.44,6.34,4.01
9824,1.01,Very Good,G,SI1,63.4,58.0,4672,6.33,6.28,4.0
9825,1.01,Good,G,SI1,63.9,57.0,4672,6.37,6.3,4.05
9826,1.01,Premium,G,SI1,62.9,61.0,4672,6.4,6.36,4.01
9827,1.01,Premium,D,SI2,62.2,60.0,4672,6.43,6.4,3.99
9828,1.01,Good,G,SI1,63.6,57.0,4672,6.37,6.33,4.04
9829,1.01,Premium,G,SI1,62.5,60.0,4672,6.39,6.34,3.98
9830,1.01,Premium,D,SI2,61.8,60.0,4672,6.41,6.37,3.95
9831,1.01,Ideal,G,SI1,62.9,54.0,4672,6.47,6.41,4.05
9832,1.01,Premium,D,SI2,60.3,57.0,4672,6.56,6.51,3.94
9833,1.01,Premium,G,SI1,59.6,61.0,4672,6.52,6.47,3.87
9834,1.01,Good,D,SI2,63.9,57.0,4672,6.36,6.29,4.04
9835,1.01,Premium,D,SI2,60.9,62.0,4672,6.45,6.43,3.92
9836,1.01,Premium,D,SI2,58.3,59.0,4672,6.67,6.63,3.88
9837,1.12,Very Good,H,SI1,63.1,56.0,4673,6.62,6.59,4.17
9838,0.91,Ideal,G,SI1,62.5,56.0,4673,6.19,6.22,3.88
9839,1.1,Good,F,SI2,60.5,61.0,4674,6.61,6.67,4.02
9840,1.21,Premium,J,VS1,61.0,60.0,4675,6.88,6.83,4.18
9841,1.08,Ideal,G,SI2,61.9,58.0,4675,6.55,6.57,4.06
9842,1.02,Ideal,E,SI1,61.1,56.0,4675,6.51,6.45,3.96
9843,1.05,Ideal,F,SI2,60.9,56.0,4675,6.64,6.56,4.02
9844,1.01,Premium,I,VS2,62.5,58.0,4676,6.44,6.39,4.01
9845,0.92,Very Good,D,SI1,62.9,56.0,4676,6.18,6.22,3.9
9846,1.22,Ideal,J,SI2,61.2,57.0,4676,6.86,6.9,4.21
9847,0.91,Premium,E,VS2,62.2,60.0,4676,6.21,6.13,3.84
9848,1.0,Ideal,H,SI1,61.4,55.0,4676,6.49,6.44,3.97
9849,1.01,Premium,F,SI2,61.9,58.0,4676,6.39,6.34,3.94
9850,0.9,Premium,E,SI1,62.8,58.0,4677,6.13,6.09,3.84
9851,1.74,Very Good,H,I1,63.2,55.0,4677,7.62,7.59,4.8
9852,1.07,Ideal,F,SI2,62.0,57.0,4678,6.49,6.6,4.06
9853,1.07,Ideal,F,SI2,61.5,57.0,4678,6.57,6.6,4.05
9854,0.9,Very Good,F,VS2,61.9,57.0,4678,6.17,6.23,3.84
9855,0.9,Ideal,F,VS2,62.7,56.0,4678,6.17,6.2,3.88
9856,0.9,Very Good,F,VS2,61.7,56.0,4678,6.18,6.21,3.82
9857,1.02,Premium,F,SI1,63.0,58.0,4678,6.4,6.36,4.02
9858,1.02,Very Good,F,SI1,63.5,57.0,4678,6.4,6.35,4.05
9859,1.18,Good,G,SI1,64.2,62.0,4678,6.6,6.51,4.25
9860,1.02,Good,F,SI1,63.7,61.0,4678,6.27,6.23,3.98
9861,0.91,Ideal,H,VS2,62.4,56.0,4678,6.2,6.14,3.85
9862,1.19,Ideal,J,SI1,62.0,56.0,4678,6.8,6.77,4.21
9863,1.03,Very Good,D,SI2,61.3,61.0,4679,6.46,6.49,3.97
9864,1.03,Good,G,SI1,63.2,58.0,4679,6.38,6.43,4.05
9865,1.03,Premium,D,SI2,61.7,58.0,4679,6.47,6.5,4.0
9866,1.03,Very Good,D,SI2,62.8,56.0,4679,6.43,6.46,4.05
9867,1.03,Ideal,D,SI2,61.2,57.0,4679,6.51,6.59,4.01
9868,1.03,Ideal,G,SI1,62.4,57.0,4679,6.47,6.52,4.05
9869,1.03,Ideal,D,SI2,61.8,56.0,4679,6.46,6.51,4.01
9870,0.7,Very Good,E,IF,60.3,59.0,4679,5.72,5.76,3.46
9871,1.05,Ideal,I,SI1,62.1,54.0,4679,6.54,6.55,4.06
9872,1.0,Good,F,SI1,60.1,65.0,4679,6.4,6.44,3.86
9873,1.0,Fair,F,SI1,56.5,60.0,4679,6.62,6.66,3.75
9874,1.28,Good,G,SI2,63.6,57.0,4679,6.78,6.73,4.29
9875,1.01,Very Good,H,SI1,59.8,61.0,4680,6.54,6.51,3.9
9876,1.01,Ideal,H,SI1,61.4,60.0,4680,6.48,6.45,3.97
9877,0.9,Very Good,F,VS2,62.6,58.0,4681,6.08,6.13,3.82
9878,1.01,Very Good,I,SI1,62.1,58.0,4681,6.37,6.39,3.96
9879,1.04,Very Good,H,SI1,59.7,60.0,4682,6.55,6.58,3.92
9880,0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89
9881,0.9,Good,D,VS2,65.8,58.0,4682,5.99,6.01,3.95
9882,1.09,Premium,D,SI2,62.2,59.0,4682,6.49,6.46,4.03
9883,1.09,Good,D,SI2,63.8,60.0,4682,6.57,6.49,4.16
9884,1.06,Ideal,D,SI2,61.2,57.0,4682,6.59,6.51,4.01
9885,1.1,Very Good,H,SI1,63.5,55.0,4682,6.55,6.49,4.14
9886,0.95,Premium,F,SI1,62.3,60.0,4682,6.3,6.26,3.91
9887,1.05,Premium,H,SI1,62.2,58.0,4682,6.5,6.46,4.03
9888,1.03,Ideal,F,SI2,61.6,55.0,4683,6.46,6.49,3.99
9889,1.02,Ideal,F,SI2,61.6,56.0,4684,6.52,6.49,4.01
9890,0.9,Very Good,H,VS1,63.6,55.0,4685,6.15,6.11,3.9
9891,0.9,Very Good,H,VS1,62.8,59.0,4685,6.07,6.15,3.84
9892,1.08,Very Good,G,SI2,62.8,56.0,4685,6.48,6.6,4.11
9893,1.0,Very Good,E,SI2,59.6,62.0,4685,6.45,6.51,3.86
9894,1.01,Ideal,I,VS2,59.9,61.0,4685,6.49,6.53,3.9
9895,1.02,Ideal,I,SI1,61.3,57.0,4685,6.47,6.49,3.97
9896,0.9,Good,H,VS2,58.2,59.0,4685,6.36,6.33,3.69
9897,1.01,Good,E,SI2,58.7,63.0,4685,6.52,6.6,3.85
9898,1.2,Premium,J,SI2,58.7,59.0,4685,6.99,6.94,4.09
9899,1.21,Premium,I,SI2,62.3,59.0,4686,6.82,6.77,4.23
9900,1.07,Ideal,J,VS2,61.7,58.0,4686,6.58,6.55,4.05
9901,1.07,Ideal,J,VS2,61.6,56.0,4686,6.59,6.55,4.04
9902,1.24,Premium,J,SI1,61.8,58.0,4687,6.9,6.86,4.25
9903,0.9,Premium,E,VS2,62.6,59.0,4687,6.14,6.06,3.82
9904,0.9,Premium,F,VS1,59.0,58.0,4687,6.33,6.29,3.72
9905,1.11,Premium,H,VS1,62.3,57.0,4687,6.67,6.62,4.14
9906,1.05,Very Good,I,SI1,62.6,56.0,4688,6.49,6.45,4.05
9907,1.0,Fair,F,SI1,56.9,63.0,4688,6.45,6.52,3.69
9908,1.02,Very Good,H,SI1,63.5,58.0,4688,6.39,6.36,4.05
9909,1.02,Premium,H,SI1,62.6,59.0,4688,6.43,6.38,4.01
9910,1.01,Premium,E,SI2,62.9,59.0,4688,6.37,6.31,3.99
9911,1.14,Premium,G,SI2,61.1,59.0,4688,6.77,6.72,4.12
9912,1.02,Very Good,H,SI1,63.2,57.0,4688,6.44,6.38,4.05
9913,1.15,Premium,E,SI2,62.3,58.0,4688,6.73,6.67,4.18
9914,1.13,Premium,H,SI1,61.2,59.0,4689,6.68,6.65,4.08
9915,1.1,Very Good,H,SI1,63.0,57.0,4689,6.5,6.54,4.11
9916,0.9,Ideal,H,VS1,61.9,56.0,4689,6.17,6.23,3.84
9917,1.06,Premium,E,SI1,63.0,56.0,4689,6.54,6.45,4.09
9918,1.13,Premium,H,SI1,62.1,58.0,4689,6.7,6.66,4.15
9919,1.13,Very Good,H,SI1,63.3,56.0,4689,6.65,6.62,4.2
9920,1.01,Very Good,F,SI2,62.5,58.0,4690,6.39,6.41,4.0
9921,1.01,Very Good,D,SI2,60.1,60.0,4690,6.41,6.47,3.87
9922,1.25,Premium,J,SI2,61.5,57.0,4690,7.0,6.93,4.28
9923,1.21,Very Good,J,VS2,63.0,57.0,4691,6.73,6.77,4.25
9924,0.92,Ideal,F,SI2,61.5,53.0,4691,6.26,6.3,3.86
9925,1.1,Premium,E,SI2,60.1,62.0,4691,6.69,6.65,4.01
9926,1.01,Good,E,SI1,63.3,57.0,4692,6.33,6.37,4.02
9927,1.09,Ideal,I,SI1,59.4,61.0,4692,6.68,6.73,3.98
9928,1.05,Premium,H,SI1,61.9,58.0,4692,6.5,6.45,4.01
9929,1.05,Very Good,H,SI1,63.1,60.0,4692,6.49,6.42,4.07
9930,1.05,Premium,H,SI1,59.5,58.0,4692,6.69,6.61,3.96
9931,1.11,Premium,G,SI2,58.8,59.0,4692,6.8,6.76,3.99
9932,1.05,Very Good,H,SI1,63.5,57.0,4692,6.47,6.44,4.1
9933,1.01,Very Good,H,VS2,63.3,58.0,4692,6.33,6.27,3.99
9934,0.93,Premium,D,SI2,62.0,56.0,4692,6.27,6.22,3.87
9935,1.27,Ideal,J,SI2,62.6,57.0,4693,6.85,6.88,4.3
9936,0.9,Very Good,D,SI1,59.6,62.0,4693,6.19,6.22,3.7
9937,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84
9938,0.9,Premium,D,SI1,62.2,58.0,4693,6.11,6.18,3.82
9939,0.9,Very Good,D,SI1,62.8,59.0,4693,6.14,6.18,3.87
9940,1.01,Very Good,I,SI1,61.4,62.0,4693,6.39,6.45,3.94
9941,1.01,Ideal,J,VS1,61.2,57.0,4693,6.45,6.49,3.96
9942,1.01,Ideal,H,SI2,61.1,56.0,4693,6.44,6.48,3.95
9943,1.01,Ideal,H,SI2,62.4,57.0,4693,6.36,6.43,3.99
9944,0.96,Good,D,SI1,61.0,61.0,4693,6.29,6.33,3.85
9945,1.01,Ideal,E,SI2,62.0,56.0,4694,6.46,6.42,3.99
9946,1.01,Ideal,G,SI1,62.3,57.0,4694,6.41,6.36,3.98
9947,1.01,Premium,D,SI2,60.4,60.0,4694,6.52,6.46,3.92
9948,1.04,Ideal,F,SI2,62.0,54.0,4695,6.49,6.51,4.03
9949,1.13,Fair,I,VS2,55.9,67.0,4695,7.05,6.94,3.9
9950,0.92,Ideal,D,SI1,61.8,55.0,4696,6.25,6.28,3.87
9951,1.04,Ideal,I,VS1,63.0,56.0,4696,6.44,6.41,4.05
9952,0.9,Very Good,G,VVS1,63.3,58.0,4697,6.05,6.14,3.86
9953,1.0,Very Good,D,SI1,60.1,60.0,4697,6.47,6.55,3.91
9954,1.09,Good,F,SI2,60.3,61.0,4698,6.64,6.69,4.02
9955,1.07,Ideal,E,SI2,62.4,57.0,4698,6.55,6.52,4.08
9956,1.33,Fair,F,I1,62.0,56.0,4698,7.05,7.01,4.36
9957,1.11,Premium,F,SI1,60.4,58.0,4699,6.68,6.66,4.03
9958,1.09,Premium,H,SI2,62.0,57.0,4700,6.61,6.55,4.08
9959,0.93,Ideal,E,SI1,59.6,57.0,4700,6.37,6.42,3.81
9960,1.07,Premium,F,SI2,62.0,58.0,4700,6.57,6.52,4.06
9961,1.07,Premium,F,SI2,60.3,58.0,4700,6.68,6.62,4.01
9962,1.09,Good,H,SI1,62.4,64.0,4700,6.61,6.51,4.09
9963,1.15,Premium,E,SI2,61.8,56.0,4701,6.75,6.7,4.15
9964,1.14,Very Good,J,VS1,60.0,60.0,4702,6.76,6.81,4.07
9965,1.0,Very Good,H,SI1,62.3,60.0,4702,6.34,6.38,3.96
9966,1.0,Ideal,H,SI1,60.3,56.0,4702,6.52,6.54,3.94
9967,1.0,Premium,H,SI1,61.5,58.0,4702,6.37,6.45,3.94
9968,1.25,Very Good,J,SI1,62.5,57.0,4702,6.83,6.86,4.28
9969,1.14,Good,I,SI1,63.5,56.0,4702,6.58,6.62,4.19
9970,1.0,Good,H,SI1,63.7,60.0,4702,6.3,6.33,4.02
9971,1.14,Premium,H,SI2,60.6,59.0,4702,6.77,6.8,4.11
9972,1.0,Very Good,H,SI1,62.7,59.0,4702,6.3,6.37,3.97
9973,0.72,Ideal,E,VVS1,61.6,56.0,4702,5.75,5.77,3.55
9974,1.16,Premium,J,VS2,62.2,59.0,4702,6.74,6.69,4.18
9975,1.04,Very Good,G,SI2,60.6,57.0,4703,6.56,6.6,3.99
9976,1.02,Very Good,H,SI1,63.5,56.0,4703,6.36,6.43,4.06
9977,1.2,Good,H,SI2,64.1,57.0,4704,6.68,6.65,4.27
9978,1.32,Premium,I,SI2,60.8,58.0,4704,7.03,7.11,4.3
9979,1.02,Very Good,G,SI1,62.9,56.0,4704,6.36,6.4,4.01
9980,1.0,Fair,D,SI1,66.3,58.0,4704,6.15,6.04,4.04
9981,1.5,Fair,I,I1,66.1,57.0,4704,7.12,7.04,4.68
9982,1.5,Fair,I,I1,69.7,56.0,4704,6.94,6.9,4.82
9983,1.0,Very Good,F,SI1,63.1,57.0,4704,6.37,6.33,4.01
9984,1.0,Ideal,H,VS2,62.5,58.0,4704,6.38,6.33,3.97
9985,1.26,Ideal,I,SI2,59.6,57.0,4704,7.04,7.01,4.19
9986,1.0,Premium,E,SI2,61.2,60.0,4704,6.45,6.42,3.94
9987,1.12,Premium,I,SI1,60.8,57.0,4704,6.76,6.7,4.09
9988,1.2,Very Good,I,SI1,63.3,57.0,4704,6.7,6.66,4.23
9989,1.5,Fair,I,SI2,64.9,61.0,4704,7.14,7.09,4.62
9990,1.2,Premium,J,VS1,62.0,59.0,4704,6.77,6.72,4.18
9991,1.12,Premium,H,SI2,61.9,58.0,4704,6.74,6.66,4.15
9992,1.0,Premium,F,SI1,60.3,61.0,4704,6.43,6.38,3.86
9993,1.0,Premium,E,SI2,61.7,58.0,4704,6.39,6.34,3.93
9994,1.0,Very Good,D,SI2,63.3,56.0,4704,6.38,6.35,4.03
9995,1.0,Very Good,E,SI2,63.5,56.0,4704,6.38,6.31,4.03
9996,1.0,Premium,E,SI2,61.4,61.0,4704,6.41,6.36,3.92
9997,1.0,Premium,E,SI2,61.1,58.0,4704,6.48,6.44,3.95
9998,1.0,Premium,D,SI1,62.0,58.0,4704,6.41,6.29,3.94
9999,1.0,Fair,D,SI1,64.9,59.0,4704,6.2,6.13,4.0
10000,1.0,Fair,D,SI1,65.9,54.0,4704,6.24,6.2,4.1
10001,1.01,Very Good,H,SI1,63.1,59.0,4705,6.34,6.43,4.03
10002,1.03,Good,H,SI1,59.3,56.0,4705,6.57,6.66,3.92
10003,1.22,Fair,F,SI2,65.0,56.0,4705,6.71,6.8,4.39
10004,0.91,Ideal,E,SI1,61.0,57.0,4706,6.27,6.32,3.84
10005,1.01,Premium,E,VS2,60.8,58.0,4706,6.43,6.4,3.9
10006,0.9,Very Good,E,VS2,60.4,60.0,4707,6.23,6.29,3.78
10007,0.9,Very Good,E,VS2,62.2,56.0,4707,6.12,6.17,3.82
10008,0.9,Very Good,E,VS2,63.0,58.0,4707,6.13,6.16,3.87
10009,1.01,Very Good,G,SI1,62.4,60.0,4707,6.34,6.39,3.97
10010,1.13,Ideal,G,SI2,60.8,56.0,4707,6.64,6.72,4.06
10011,1.01,Very Good,H,SI1,63.3,57.0,4707,6.41,6.36,4.04
10012,1.01,Premium,H,SI1,62.2,54.0,4707,6.48,6.41,4.01
10013,1.01,Premium,H,SI1,62.6,61.0,4707,6.39,6.36,3.99
10014,1.14,Ideal,J,SI1,61.7,54.0,4708,6.71,6.74,4.15
